name;startDate;url;artist;addressCountry;addressLocality;streetAddress;postalCode;coordinates
Cryptopsy @ The Park Theatre;2024-10-16T19:00:00;https://www.bandsintown.com/e/105606636-cryptopsy-at-the-park-theatre?came_from=209;Cryptopsy;Canada;Winnipeg;698 Osborne St;R3L 2B9;(49.8621794, -97.13187359999999)
Cryptopsy @ Varsity Theater;2024-10-17T17:00:00;https://www.bandsintown.com/e/1032540538-cryptopsy-at-varsity-theater?came_from=209;Cryptopsy;United States;Minneapolis;1308 SE 4th St;55414;(44.980837, -93.237034)
Cryptopsy @ The Castle Theatre;2024-10-18T19:00:00;https://www.bandsintown.com/e/105606646-cryptopsy-at-the-castle-theatre?came_from=209;Cryptopsy;United States;Bloomington;209 E Washington St;61701;(40.4794828, -88.99173569999999)
Cryptopsy @ Pop's NightClub & Concert Venue;2024-10-19T18:30:00;https://www.bandsintown.com/e/1032234757-cryptopsy-at-pop's-nightclub-and-concert-venue?came_from=209;Cryptopsy;United States;Sauget;401 Monsanto Ave;62201;(38.602459, -90.17547000000002)
Cryptopsy @ Hi-Fi Annex;2024-10-20T19:00:00;https://www.bandsintown.com/e/105606643-cryptopsy-at-hi-fi-annex?came_from=209;Cryptopsy;United States;Indianapolis;1043 Virginia Ave #4;46203;(39.76838, -86.15804)
Cryptopsy @ The Opera House;2024-10-22T19:00:00;https://www.bandsintown.com/e/105606635-cryptopsy-at-the-opera-house?came_from=209;Cryptopsy;Canada;Toronto;735 Queen St E;M4M;(43.65900360000001, -79.34880250000003)
Cryptopsy @ Brass Monkey;2024-10-23T19:00:00;https://www.bandsintown.com/e/105606653-cryptopsy-at-brass-monkey?came_from=209;Cryptopsy;Canada;Nepean;250 Greenbank Rd;K2H 8X4;(45.325401, -75.77979499999998)
Cryptopsy @ Beanfield Theatre;2024-10-24T19:00:00;https://www.bandsintown.com/e/105606644-cryptopsy-at-beanfield-theatre?came_from=209;Cryptopsy;Canada;Montréal;;;(45.50884, -73.58781)
Cryptopsy @ La Source de la Martinière;2024-10-25T19:00:00;https://www.bandsintown.com/e/105606642-cryptopsy-at-la-source-de-la-martiniere?came_from=209;Cryptopsy;Canada;Québec;201 de Lanaudière St;G1L 4H2;(46.827609, -71.24346500000001)
Cryptopsy @ Empire Live;2024-10-26T19:00:00;https://www.bandsintown.com/e/105606647-cryptopsy-at-empire-live?came_from=209;Cryptopsy;United States;Albany;93 N Pearl St;12207;(42.652676, -73.750384)
Cryptopsy @ Sherman Theater;2024-10-27T19:00:00;https://www.bandsintown.com/e/105606641-cryptopsy-at-sherman-theater?came_from=209;Cryptopsy;United States;Stroudsburg;524 Main St;18360;(40.986299, -75.1911301)
Cryptopsy @ The Asylum at Masonic Temple;2024-10-28T19:00:00;https://www.bandsintown.com/e/105606652-cryptopsy-at-the-asylum-at-masonic-temple?came_from=209;Cryptopsy;United States;Cleveland;;;(41.4995, -81.69541)
Cryptopsy @ The Regency Live;2024-10-30T19:00:00;https://www.bandsintown.com/e/105606645-cryptopsy-at-the-regency-live?came_from=209;Cryptopsy;United States;Springfield;307 Park Central E;65806;(37.2090459, -93.2910373)
Cryptopsy @ Temple Live - Wichita;2024-10-31T19:00:00;https://www.bandsintown.com/e/105606648-cryptopsy-at-temple-live-wichita?came_from=209;Cryptopsy;United States;Wichita;;;(37.69224, -97.33754)
Cryptopsy @ Black Sheep;2024-11-01T19:00:00;https://www.bandsintown.com/e/105606639-cryptopsy-at-black-sheep?came_from=209;Cryptopsy;United States;Colorado Springs;2106 E Platte Ave;80909;(38.8373461, -104.7893111)
Cryptopsy @ The Complex;2024-11-02T18:30:00;https://www.bandsintown.com/e/1032096669-cryptopsy-at-the-complex?came_from=209;Cryptopsy;United States;Salt Lake City;536 W 100 S;84101;(40.7673663, -111.9065076)
Cryptopsy @ Virginia Street Brewhouse;2024-11-03T19:00:00;https://www.bandsintown.com/e/105606650-cryptopsy-at-virginia-street-brewhouse?came_from=209;Cryptopsy;United States;Reno;211 N Virginia St;89501;(39.52723690000001, -119.8134915)
Pain of Salvation @ EX THEATER ROPPONGI;2024-11-26T19:00:00;https://www.bandsintown.com/e/105816592-pain-of-salvation-at-ex-theater-roppongi?came_from=209;Pain of Salvation;Japan;Minato City;1-chōme-2-9 Nishiazabu;106-0031;(35.6612634, 139.7272975)
Thou @ Stay Gold Deli;2024-10-19T19:00:00;https://www.bandsintown.com/e/1032734702-thou-at-stay-gold-deli?came_from=209;Thou;United States;Oakland;2635 San Pablo Ave;94612;(37.8177234, -122.2758895)
Thou @ Constellation Room;2024-10-21T19:00:00;https://www.bandsintown.com/e/1032734138-thou-at-constellation-room?came_from=209;Thou;United States;Santa Ana;3503 S Harbor Blvd;92704;(33.6998795, -117.9174936)
Thou @ The Orange Peel;2024-10-26T14:00:00;https://www.bandsintown.com/e/1032986806-thou-at-the-orange-peel?came_from=209;Thou;United States;Asheville;101 Biltmore Ave;28801;(35.5914132, -82.55115269999999)
Mono @ Le Trianon;2024-10-22T19:00:00;https://www.bandsintown.com/e/1032929721-mono-at-le-trianon?came_from=209;Mono;France;Paris;80 Boulevard Rochechouart;75018;(48.88308060000001, 2.3429806)
Mono @ Metropol;2024-10-24T20:00:00;https://www.bandsintown.com/e/1032929642-mono-at-metropol?came_from=209;Mono;Germany;Berlin;Nollendorfplatz 5;10777;(52.4989988, 13.3527268)
Mono @ Hackney Church;2024-10-26T19:00:00;https://www.bandsintown.com/e/1032929981-mono-at-hackney-church?came_from=209;Mono;United Kingdom;London;Lower Clapton Rd;E5 0PD;(51.54881559999999, -0.05381429999999999)
Mono @ TivoliVredenburg;2024-10-27T20:00:00;https://www.bandsintown.com/e/1032929797-mono-at-tivolivredenburg?came_from=209;Mono;Netherlands;Utrecht;Vredenburgkade 11;3511 WC;(52.0924298, 5.1128171)
Mono @ Store VEGA;2024-10-28T20:00:00;https://www.bandsintown.com/e/1032929776-mono-at-store-vega?came_from=209;Mono;Denmark;Copenhagen;Enghavevej 40;1674;(55.67594, 12.56553)
Mono @ Thalia Hall;2024-12-10T20:00:00;https://www.bandsintown.com/e/1033178915-mono-at-thalia-hall?came_from=209;Mono;United States;Chicago;1227 W 18th St;60608;(41.8577976, -87.6573556)
Mono @ Pioneer Works;2024-12-12T20:00:00;https://www.bandsintown.com/e/1033008823-mono-at-pioneer-works?came_from=209;Mono;United States;Brooklyn;159 Pioneer St;11231;(40.6792483, -74.012154)
Mono @ Wilshire Ebell Theatre;2024-12-14T20:00:00;https://www.bandsintown.com/e/1032929738-mono-at-wilshire-ebell-theatre?came_from=209;Mono;United States;Los Angeles;4401 W 8th St;90005;(34.0607557, -118.3249209)
Mono @ The Fonda Theatre;2025-03-05T20:30:00;https://www.bandsintown.com/e/1033038112-mono-at-the-fonda-theatre?came_from=209;Mono;United States;Los Angeles;6126 Hollywood Blvd;90028;(34.101486, -118.3232871)
Slow Magic @ The Republik;2024-10-19T21:00:00;https://www.bandsintown.com/e/106030196-slow-magic-at-the-republik?came_from=209;Slow Magic;United States;Honolulu;1349 Kapiolani Blvd;96814;(21.2942673, -157.8452124)
1349 @ Backstage Halle;2024-10-16T19:00:00;https://www.bandsintown.com/e/105332868-1349-at-backstage-halle?came_from=209;1349;Germany;Munich;Wilhelm-Hale-Strasse;80639;(48.1451, 11.5218)
1349 @ Slaughter Club;2024-10-17T19:00:00;https://www.bandsintown.com/e/105332875-1349-at-slaughter-club?came_from=209;1349;Italy;Paderno Dugnano;Via Angelo Tagliabue;20037;(45.57560399999999, 9.151722999999997)
1349 @ Le Grillen;2024-10-18T19:00:00;https://www.bandsintown.com/e/105332902-1349-at-le-grillen?came_from=209;1349;France;Colmar;19 rue des jardins;68000;(48.0751415, 7.3706179)
1349 @ Musigburg;2024-10-19T19:00:00;https://www.bandsintown.com/e/105332904-1349-at-musigburg?came_from=209;1349;Switzerland;Aarburg;Bahnhofstrasse 50;4663;(47.3202019, 7.9071698)
1349 @ Le Métaphone;2024-10-20T19:00:00;https://www.bandsintown.com/e/105332909-1349-at-le-metaphone?came_from=209;1349;France;Oignies;Le 9-9bis - Chemin du Tordoir;62590;(50.460924, 2.98771899999997)
1349 @ LIVE MUSIC HALL Weiher;2024-10-22T19:00:00;https://www.bandsintown.com/e/105332910-1349-at-live-music-hall-weiher?came_from=209;1349;Germany;Mörlenbach;Hauptstraße 73;69509;(49.5869064, 8.7666569)
1349 @ Petit Bain;2024-10-23T19:00:00;https://www.bandsintown.com/e/105332912-1349-at-petit-bain?came_from=209;1349;France;Paris;7 Port de la Gare;75013;(48.8355263, 2.3767124)
1349 @ Event Zeche Essen GmbH;2024-10-24T19:00:00;https://www.bandsintown.com/e/105332913-1349-at-event-zeche-essen-gmbh?came_from=209;1349;Germany;Essen;Heßlerstraße 23;45329;(51.50930220000001, 7.011236999999999)
1349 @ P60;2024-10-25T19:00:00;https://www.bandsintown.com/e/105332915-1349-at-p60?came_from=209;1349;Netherlands;Amstelveen;Stadsplein 100a;1181 ZM;(52.3026842, 4.8586929)
1349 @ Muziekgieterij;2024-10-26T19:00:00;https://www.bandsintown.com/e/105332917-1349-at-muziekgieterij?came_from=209;1349;Netherlands;Maastricht;Boschstraat 5;6211 AS;(50.85731500000001, 5.690566)
Textures @ Roppongi Hills;2024-11-26T19:00:00;https://www.bandsintown.com/e/105992310-textures-at-roppongi-hills?came_from=209;Textures;Japan;Minato City;6-chōme-10-1 Roppongi;106-6108;(35.6602384, 139.7300767)
Textures @ Centro Cultural Matucana 100;2025-03-15T19:00:00;https://www.bandsintown.com/e/105992305-textures-at-centro-cultural-matucana-100?came_from=209;Textures;Chile;Santiago;Matucana 100;;(-33.4448024, -70.67990540000001)
Textures @ Hangar 110 - Musica & Cultura;2025-03-16T19:00:00;https://www.bandsintown.com/e/106017311-textures-at-hangar-110-musica-and-cultura?came_from=209;Textures;Brazil;Sao Paulo;Rodolfo Miranda  110;01121-010;(-23.5256181, -46.6322756)
Textures @ Gashouder Maastricht;2025-06-07T19:00:00;https://www.bandsintown.com/e/105776637-textures-at-gashouder-maastricht?came_from=209;Textures;Netherlands;Maastricht;-14;6219 PD;(50.8569636, 5.6833075)
MonoNeon @ Sala Villanos, Calle de Bernardino Obregón, Madrid, España;2024-11-11T21:00:00;https://www.bandsintown.com/e/1032559670-mononeon-at-sala-villanos-calle-de-bernardino-obregon-madrid-espana?came_from=209;MonoNeon;Spain;Madrid;;;(40.4165, -3.70256)
MonoNeon @ La Paloma Sala de Ball;2024-11-12T20:00:00;https://www.bandsintown.com/e/105696608-mononeon-at-la-paloma-sala-de-ball?came_from=209;MonoNeon;Spain;Barcelona;Carrer del Tigre;08001;(41.38239439999999, 2.1642397)
MonoNeon @ Museo Nazionale Romano, Palazzo Altemps;2024-11-14T21:00:00;https://www.bandsintown.com/e/1033079866-mononeon-at-museo-nazionale-romano-palazzo-altemps?came_from=209;MonoNeon;Italy;Roma;Piazza di Sant'Apollinare;00186;(41.9010945, 12.47315)
MonoNeon @ Blue Note;2024-11-15T20:30:00;https://www.bandsintown.com/e/105689327-mononeon-at-blue-note?came_from=209;MonoNeon;Italy;Milano;Via Pietro Borsieri;20159;(45.4893632, 9.188827999999999)
MonoNeon @ Blue Note;2024-11-15T23:00:00;https://www.bandsintown.com/e/105689340-mononeon-at-blue-note?came_from=209;MonoNeon;Italy;Milano;Via Pietro Borsieri;20159;(45.4893632, 9.188827999999999)
MonoNeon @ Locomotiv Club;2024-11-16T20:30:00;https://www.bandsintown.com/e/1032326347-mononeon-at-locomotiv-club?came_from=209;MonoNeon;Italy;Bologna;Via San Sebastiano Serlio 25/2;40128;(44.5081055, 11.3523345)
MonoNeon @ Plaza;2024-11-18T19:30:00;https://www.bandsintown.com/e/1032309992-mononeon-at-plaza?came_from=209;MonoNeon;Switzerland;Zurich;Badenerstrasse 109;8004;(47.3741278, 8.5246159)
MonoNeon @ De Roma;2024-11-19T20:00:00;https://www.bandsintown.com/e/105694252-mononeon-at-de-roma?came_from=209;MonoNeon;Belgium;Antwerp;Turnhoutsebaan 286 Borgerhout;2140;(51.21375370000001, 4.4401111)
MonoNeon @ Melkweg;2024-11-21T19:30:00;https://www.bandsintown.com/e/1032310474-mononeon-at-melkweg?came_from=209;MonoNeon;Netherlands;Amsterdam;Lijnbaansgracht 234A;1017;(52.364786, 4.8812489)
MonoNeon @ TivoliVredenburg;2024-11-22T22:00:00;https://www.bandsintown.com/e/105694264-mononeon-at-tivolivredenburg?came_from=209;MonoNeon;Netherlands;Utrecht;Vredenburgkade 11;3511 WC;(52.0924298, 5.1128171)
MonoNeon @ EartH;2024-11-24T20:00:00;https://www.bandsintown.com/e/105613623-mononeon-at-earth?came_from=209;MonoNeon;United Kingdom;London;11-17 Stoke Newington Rd;N16 8BH;(51.5510139, -0.0754618)
MonoNeon @ Alhambra;2024-11-25T20:00:00;https://www.bandsintown.com/e/1032302636-mononeon-at-alhambra?came_from=209;MonoNeon;France;Paris;21 rue Yves Toudic;75010;(48.8706592, 2.3630725)
MonoNeon @ Club Bahnhof Ehrenfeld;2024-11-27T20:00:00;https://www.bandsintown.com/e/1032329941-mononeon-at-club-bahnhof-ehrenfeld?came_from=209;MonoNeon;Germany;Cologne;Bartholomäus-Schink-Straße 67;50825;(50.951817, 6.917097)
MonoNeon @ Parkteatret Scene;2024-11-29T20:00:00;https://www.bandsintown.com/e/1032310297-mononeon-at-parkteatret-scene?came_from=209;MonoNeon;Norway;Oslo;Olaf Ryes Plass 11;0552;(59.922426, 10.757458)
MonoNeon @ Kulttuuritehdas Korjaamo;2024-12-01T19:00:00;https://www.bandsintown.com/e/105696522-mononeon-at-kulttuuritehdas-korjaamo?came_from=209;MonoNeon;Finland;Helsinki;Töölönkatu 51b;00250;(60.18431, 24.92)
MonoNeon @ Debaser Hornstulls Strand;2024-12-03T18:30:00;https://www.bandsintown.com/e/105696543-mononeon-at-debaser-hornstulls-strand?came_from=209;MonoNeon;Sweden;Stockholm;Hornstulls Strand 4;117 39;(59.3144928, 18.032334)
MonoNeon @ Hotel Cecil;2024-12-04T20:00:00;https://www.bandsintown.com/e/1032311017-mononeon-at-hotel-cecil?came_from=209;MonoNeon;Denmark;København K;Niels Hemmingsens Gade 10;1009;(55.6794022, 12.577615700000024)
MonoNeon @ Knust;2024-12-05T21:00:00;https://www.bandsintown.com/e/1032302850-mononeon-at-knust?came_from=209;MonoNeon;Germany;Hamburg;Neuer Kamp 30;20357;(53.5580872, 9.9679346)
MonoNeon @ Gretchen;2024-12-06T19:30:00;https://www.bandsintown.com/e/105696556-mononeon-at-gretchen?came_from=209;MonoNeon;Germany;Berlin;Obentrautstrasse 19-21;10963;(52.4960025, 13.3876896)
MonoNeon @ Metro Music Bar;2024-12-07T20:00:00;https://www.bandsintown.com/e/1031919721-mononeon-at-metro-music-bar?came_from=209;MonoNeon;Czechia;Brno-město;Poštovská 6;602 00;(49.1947364, 16.6100911)
MonoNeon @ Hipnoza;2024-12-08T20:00:00;https://www.bandsintown.com/e/105696616-mononeon-at-hipnoza?came_from=209;MonoNeon;Poland;Katowice;plac Sejmu Śląskiego 2;40-040;(50.253001, 19.023184)
MonoNeon @ Klub Hybrydy;2024-12-10T20:00:00;https://www.bandsintown.com/e/105696619-mononeon-at-klub-hybrydy?came_from=209;MonoNeon;Poland;Warsaw;Złota 7/9;00-019;(52.2327124, 21.01169660000005)
MonoNeon @ Club Porgy & Bess;2024-12-12T20:30:00;https://www.bandsintown.com/e/105689359-mononeon-at-club-porgy-and-bess?came_from=209;MonoNeon;Austria;Vienna;Riemergasse 11;A-1010;(48.2068176, 16.376646)
MonoNeon @ A38 Hajó;2024-12-13T20:00:00;https://www.bandsintown.com/e/105696622-mononeon-at-a38-hajo?came_from=209;MonoNeon;Hungary;Budapest;Petôfi Híd;1117;(47.4765059, 19.062985400000002)
MonoNeon @ Republic Multifunctional Event Space;2024-12-15T20:00:00;https://www.bandsintown.com/e/105696601-mononeon-at-republic-multifunctional-event-space?came_from=209;MonoNeon;Georgia;თბილისი;6;;(41.7036787, 44.7919699)
Oranssi Pazuzu @ SPOT Groningen;2024-11-13T20:00:00;https://www.bandsintown.com/e/1031367030-oranssi-pazuzu-at-spot-groningen?came_from=209;Oranssi Pazuzu;Netherlands;Groningen;Trompsingel 27;9724 DA;(53.21401909999999, 6.5762901)
Oranssi Pazuzu @ Muziekgieterij;2024-11-15T20:00:00;https://www.bandsintown.com/e/1031426657-oranssi-pazuzu-at-muziekgieterij?came_from=209;Oranssi Pazuzu;Netherlands;Maastricht;Boschstraat 5;6211 AS;(50.85731500000001, 5.690566)
Oranssi Pazuzu @ Le Botanique;2024-11-16T19:30:00;https://www.bandsintown.com/e/1031357616-oranssi-pazuzu-at-le-botanique?came_from=209;Oranssi Pazuzu;Belgium;Bruxelles;236 Rue Royale;1210;(50.85462680000001, 4.366308600000001)
Oranssi Pazuzu @ Le Splendid;2024-11-19T19:00:00;https://www.bandsintown.com/e/1031367698-oranssi-pazuzu-at-le-splendid?came_from=209;Oranssi Pazuzu;France;Lille;1 Place du Mont de Terre;59000;(50.6190136, 3.0696778)
Oranssi Pazuzu @ O2 Academy Islington;2024-11-24T19:00:00;https://www.bandsintown.com/e/1031365571-oranssi-pazuzu-at-o2-academy-islington?came_from=209;Oranssi Pazuzu;United Kingdom;London;N1 Centre 16 Parkfield St;N1 0PS;(51.5343501, -0.1058837)
Oranssi Pazuzu @ La Machine du Moulin Rouge;2024-11-26T18:30:00;https://www.bandsintown.com/e/1031366952-oranssi-pazuzu-at-la-machine-du-moulin-rouge?came_from=209;Oranssi Pazuzu;France;Paris;90 boulevard de Clichy;75018;(48.884201, 2.3322401)
Oranssi Pazuzu @ Antipode;2024-11-27T20:00:00;https://www.bandsintown.com/e/1031368179-oranssi-pazuzu-at-antipode?came_from=209;Oranssi Pazuzu;France;Rennes;75 avenue Jules Maniez - Parvis Agnes Varda;35000;(48.11198, -1.67429)
Oranssi Pazuzu @ Alcatraz;2024-12-03T19:00:00;https://www.bandsintown.com/e/1031357465-oranssi-pazuzu-at-alcatraz?came_from=209;Oranssi Pazuzu;Italy;Milan;Via Valtellina 25;20159;(45.494689, 9.182657999999947)
Oranssi Pazuzu @ Z7 Konzertfabrik;2024-12-04T19:00:00;https://www.bandsintown.com/e/1032256318-oranssi-pazuzu-at-z7-konzertfabrik?came_from=209;Oranssi Pazuzu;Switzerland;Pratteln;Kraftwerkstrasse 7;4133;(47.52729180000001, 7.694063799999999)
Tortoise @ Outset;2024-10-17T18:30:00;https://www.bandsintown.com/e/1032938299-tortoise-at-outset?came_from=209;Tortoise;United States;Chicago;1675 N Elston Ave;60642;(41.9126581, -87.66331489999999)
Tortoise @ Hotel Saint Vincent;2024-10-19T21:00:00;https://www.bandsintown.com/e/105832527-tortoise-at-hotel-saint-vincent?came_from=209;Tortoise;United States;New Orleans;1507 Magazine St;70130;(29.9341452, -90.0728883)
Rolo Tomassi @ Fernhill Farm;2025-08-14T11:00:00;https://www.bandsintown.com/e/1033149376-rolo-tomassi-at-fernhill-farm?came_from=209;Rolo Tomassi;United Kingdom;Bristol;Compton Martin;;(51.45523, -2.59665)
Tomahawk @ Las Vegas Festival Grounds;2025-04-12T11:00:00;https://www.bandsintown.com/e/1033274907-tomahawk-at-las-vegas-festival-grounds?came_from=209;Tomahawk;United States;Las Vegas;311 W Sahara Ave;89101;(36.1431237, -115.1621698)
The Aristocrats @ Rosemount Hotel;2025-02-24T19:00:00;https://www.bandsintown.com/e/105932824-the-aristocrats-at-rosemount-hotel?came_from=209;The Aristocrats;Australia;North Perth;459 Fitzgerald St;6006;(-31.9308913, 115.8590028)
The Aristocrats @ The Gov;2025-02-26T19:00:00;https://www.bandsintown.com/e/105932826-the-aristocrats-at-the-gov?came_from=209;The Aristocrats;Australia;Hindmarsh;59 Port Rd;5007;(-34.9069943, 138.5755659)
The Aristocrats @ The Princess Theatre;2025-02-28T19:00:00;https://www.bandsintown.com/e/105932828-the-aristocrats-at-the-princess-theatre?came_from=209;The Aristocrats;Australia;Woolloongabba;8 Annerley Rd;4102;(-27.4863722, 153.0292225)
The Aristocrats @ Max Watts Melbourne;2025-03-01T19:30:00;https://www.bandsintown.com/e/105932831-the-aristocrats-at-max-watts-melbourne?came_from=209;The Aristocrats;Australia;Melbourne;125 Swanston St;3000;(-37.8147268, 144.9659968)
The Aristocrats @ Manning Bar;2025-03-02T20:00:00;https://www.bandsintown.com/e/105932835-the-aristocrats-at-manning-bar?came_from=209;The Aristocrats;Australia;Camperdown;Manning Rd;2050;(-33.8868904, 151.1876221)
The Aristocrats @ BIGCAT;2025-03-10T19:00:00;https://www.bandsintown.com/e/106019499-the-aristocrats-at-bigcat?came_from=209;The Aristocrats;Japan;Osaka;Japan;542-0086;(34.6725144, 135.4988003)
The Aristocrats @ THE BOTTOM LINE;2025-03-11T19:00:00;https://www.bandsintown.com/e/106019503-the-aristocrats-at-the-bottom-line?came_from=209;The Aristocrats;Japan;Nagoya;Japan;464-0850;(35.1699572, 136.9385279)
The Aristocrats @ Club Citta;2025-03-12T19:00:00;https://www.bandsintown.com/e/106019506-the-aristocrats-at-club-citta?came_from=209;The Aristocrats;日本;川崎市;;210-0023;(35.52056, 139.71722)
The Aristocrats @ Cruise to the Edge;2025-04-04T19:00:00;https://www.bandsintown.com/e/105932838-the-aristocrats-at-cruise-to-the-edge?came_from=209;The Aristocrats;United States;Downtown Miami;;;(25.77172, -80.19354)
CHASSOL @ Auditorium Jean-Pierre Miquel;2024-10-17T20:00:00;https://www.bandsintown.com/e/1032041194-chassol-at-auditorium-jean-pierre-miquel?came_from=209;CHASSOL;France;Vincennes;98 Rue de Fontenay;94300;(48.8483019, 2.4393953)
CHASSOL @ Auditorium Jean-Pierre Miquel;2024-10-17T20:00:00;https://www.bandsintown.com/e/1032136536-chassol-at-auditorium-jean-pierre-miquel?came_from=209;CHASSOL;France;Vincennes;98 Rue de Fontenay;94300;(48.8483019, 2.4393953)
CHASSOL @ La Sirene;2024-10-25T20:00:00;https://www.bandsintown.com/e/1032478686-chassol-at-la-sirene?came_from=209;CHASSOL;France;La Rochelle;111 Boulevard Emile Delmas;17000;(46.160885, -1.214709)
CHASSOL @ Blind İstanbul;2024-11-15T22:00:00;https://www.bandsintown.com/e/1032774529-chassol-at-blind-istanbul?came_from=209;CHASSOL;Turkey;İstanbul;Asmalı Mescit, Şehbender Sk. no:3, 34430 Beyoğlu/İstanbul;;(41.03508, 28.98331)
CHASSOL @ Ciné Cap Vert;2025-03-28T20:00:00;https://www.bandsintown.com/e/106044381-chassol-at-cine-cap-vert?came_from=209;CHASSOL;France;Quetigny;1 Rue du Cap Vert;21800;(47.3127182, 5.091352499999999)
CHASSOL @ Le Rocher de Palmer;2025-05-07T20:00:00;https://www.bandsintown.com/e/106044384-chassol-at-le-rocher-de-palmer?came_from=209;CHASSOL;France;Cenon;1 Rue Aristide Briand;33152;(44.861115, -0.52383)
CHASSOL @ Théâtre de Sartrouville;2025-05-17T20:30:00;https://www.bandsintown.com/e/106044375-chassol-at-theatre-de-sartrouville?came_from=209;CHASSOL;France;Sartrouville;Place Jacques Brel;78500;(48.940459, 2.193257999999999)
Maybeshewill @ Dürer Kert;2024-10-23T19:00:00;https://www.bandsintown.com/e/105309364-maybeshewill-at-durer-kert?came_from=209;Maybeshewill;Hungary;Budapest;Öböl u. 1.;1117;(47.459974, 19.0573121)
Maybeshewill @ Vintage Industrial Bar;2024-10-24T19:00:00;https://www.bandsintown.com/e/105309369-maybeshewill-at-vintage-industrial-bar?came_from=209;Maybeshewill;Croatia;Zagreb;Savska cesta 160;10000;(45.7905509, 15.9551204)
Maybeshewill @ Fuzz Club;2024-10-25T19:00:00;https://www.bandsintown.com/e/105309372-maybeshewill-at-fuzz-club?came_from=209;Maybeshewill;Greece;Tavros;Patriarchou Ioakim 1;177 78;(37.9679782, 23.698696)
Maybeshewill @ Singles;2024-10-26T19:00:00;https://www.bandsintown.com/e/105309381-maybeshewill-at-singles?came_from=209;Maybeshewill;Bulgaria;София;1;1000;(42.68481939999999, 23.3183048)
Maybeshewill @ Quantic Club;2024-10-27T19:00:00;https://www.bandsintown.com/e/105827983-maybeshewill-at-quantic-club?came_from=209;Maybeshewill;Romania;București;Șoseaua Grozăvești 82;;(44.4380262, 26.059491)
Metz @ Antipode Mjc;2024-11-02T19:00:00;https://www.bandsintown.com/e/105175735-metz-at-antipode-mjc?came_from=209;Metz;France;Rennes;Rue André Trasbot;35000;(48.10116, -1.70898)
Metz @ La Sirene;2024-11-03T19:00:00;https://www.bandsintown.com/e/105175734-metz-at-la-sirene?came_from=209;Metz;France;La Rochelle;111 Boulevard Emile Delmas;17000;(46.160885, -1.214709)
Metz @ La Maroquinerie;2024-11-04T19:00:00;https://www.bandsintown.com/e/105175740-metz-at-la-maroquinerie?came_from=209;Metz;France;Paris;23 Rue Boyer;75020;(48.868528, 2.39198)
Metz @ La Cooperative de Mai;2024-11-05T19:00:00;https://www.bandsintown.com/e/105175737-metz-at-la-cooperative-de-mai?came_from=209;Metz;France;Clermont-ferrand;Rue Serge Gainsbourg;63000;(45.7885409, 3.1001323)
Metz @ Le Transbordeur;2024-11-06T19:00:00;https://www.bandsintown.com/e/105175729-metz-at-le-transbordeur?came_from=209;Metz;France;Lyon;3 Boulevard de Stalingrad;;(45.74846, 4.84671)
Metz @ Bogen F;2024-11-07T19:00:00;https://www.bandsintown.com/e/105175724-metz-at-bogen-f?came_from=209;Metz;Switzerland;Zurich;Viaduktstrasse 97;8005;(47.3847694, 8.5208597)
Metz @ Futurum Music Bar;2024-11-09T19:00:00;https://www.bandsintown.com/e/105175733-metz-at-futurum-music-bar?came_from=209;Metz;Czech Republic;Praha;Zborovská 82/7;150 00;(50.0740021, 14.4078536)
Metz @ Turbina Kulturális Központ;2024-11-10T19:00:00;https://www.bandsintown.com/e/105175739-metz-at-turbina-kulturalis-kozpont?came_from=209;Metz;Hungary;Budapest;Budapest;1082;(47.4888572, 19.0733591)
Metz @ Klub Zaścianek;2024-11-12T19:00:00;https://www.bandsintown.com/e/105175725-metz-at-klub-zascianek?came_from=209;Metz;Poland;Kraków;Józefa Rostafińskiego 4;30-072;(50.0680156, 19.90542849999997)
Metz @ Klub Hydrozagadka;2024-11-13T19:00:00;https://www.bandsintown.com/e/105175727-metz-at-klub-hydrozagadka?came_from=209;Metz;Poland;Warszawa;ul. 11 listopada 22;03-436;(52.2592766, 21.0369122)
Metz @ Hole44;2024-11-16T19:00:00;https://www.bandsintown.com/e/105175742-metz-at-hole44?came_from=209;Metz;Germany;Berlin;Hermannstraße 146;12051;(52.4643538, 13.4333195)
Metz @ Loppen;2024-11-18T19:00:00;https://www.bandsintown.com/e/105175723-metz-at-loppen?came_from=209;Metz;Denmark;Copenhagen;Sydområdet 4B 1;1440;(55.673771, 12.59658)
Metz @ Hafenklang;2024-11-19T19:00:00;https://www.bandsintown.com/e/105175736-metz-at-hafenklang?came_from=209;Metz;Germany;Hamburg;Grosse Elbstrasse 84;22767;(53.5445084, 9.948009899999999)
Metz @ Toekomstmuziek;2024-11-20T19:00:00;https://www.bandsintown.com/e/105175744-metz-at-toekomstmuziek?came_from=209;Metz;Netherlands;Amsterdam;Danzigerbocht 29;1013 AM;(52.39670419999999, 4.8757164)
Metz @ Vera;2024-11-21T19:00:00;https://www.bandsintown.com/e/105175738-metz-at-vera?came_from=209;Metz;Netherlands;Groningen;Oosterstraat 44;9711;(53.21702579999999, 6.570106)
Metz @ Trix (Club);2024-11-22T19:00:00;https://www.bandsintown.com/e/105175732-metz-at-trix-(club)?came_from=209;Metz;Belgium;Antwerpen;Noordersingel 28-30;2140;(51.21989, 4.40346)
